date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:15	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22//www.youtube.com/embed/LiLePt0dKtY?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/LiLePt0dKtY.398344.delayed	(from https://www.aditi-surana.com/trace)
18:48:15	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Jun%202019%2022:48:14%20UTC	https://www.aditi-surana.com/%22//www.youtube.com/embed/mpJvjaEi87Q?wmode=opaque&amp;enablejsapi=1\%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/mpJvjaEi87Q.3a9ae1.delayed	(from https://www.aditi-surana.com/trace)
18:48:16	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22//www.youtube.com/embed/mpJvjaEi87Q?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/mpJvjaEi87Q.3b8344.delayed	(from https://www.aditi-surana.com/trace)
18:48:16	696408/696408	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2022:48:15%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/5884feddff7c5056578a64ca/1485111019532/1.png	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/5884feddff7c5056578a64ca/1485111019532/1.png	(from https://www.aditi-surana.com/only-human)
18:48:16	77436/77436	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:15%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244e9de4bb68c305b3b6/1485120593030/pic1.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244e9de4bb68c305b3b6/1485120593030/pic1.jpg	(from https://www.aditi-surana.com/only-human)
18:48:17	76616/76616	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:15%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244ec534a576e1224622/1485120592877/pic2.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244ec534a576e1224622/1485120592877/pic2.jpg	(from https://www.aditi-surana.com/only-human)
18:48:17	74795/74795	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:16%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244fb8a79be56f4149b6/1485120594106/pic3.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/5885244e197aea49bd530efb/5885244fb8a79be56f4149b6/1485120594106/pic3.jpg	(from https://www.aditi-surana.com/only-human)
18:48:18	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Jun%202019%2022:48:16%20UTC	https://www.aditi-surana.com/%22//www.youtube.com/embed/ojCAfENbEPQ?wmode=opaque&amp;enablejsapi=1\%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/ojCAfENbEPQ.409ae1.delayed	(from https://www.aditi-surana.com/only-human)
18:48:18	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22//www.youtube.com/embed/ojCAfENbEPQ?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/ojCAfENbEPQ.418344.delayed	(from https://www.aditi-surana.com/only-human)
18:48:19	1227744/1227744	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2022:48:17%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c8c9c2e69cf97194c8044/1486654639443/1.png	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c8c9c2e69cf97194c8044/1486654639443/1.png	(from https://www.aditi-surana.com/labyrinth)
18:48:19	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Jun%202019%2022:48:18%20UTC	https://www.aditi-surana.com/%22//www.youtube.com/embed/NqWtWoLHod8?wmode=opaque&amp;enablejsapi=1\%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/NqWtWoLHod8.439ae1.delayed	(from https://www.aditi-surana.com/labyrinth)
18:48:20	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22//www.youtube.com/embed/NqWtWoLHod8?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_/www.youtube.com/embed/NqWtWoLHod8.448344.delayed	(from https://www.aditi-surana.com/labyrinth)
18:48:20	128153/128153	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:18%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c8d3fbe6594609135fa6f/1486659382558/img_63951.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c8d3fbe6594609135fa6f/1486659382558/img_63951.jpg	(from https://www.aditi-surana.com/labyrinth)
18:48:20	91077/91077	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:19%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c98039f7456ed1d20fbfc/1487462923954/2.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c98039f7456ed1d20fbfc/1487462923954/2.jpg	(from https://www.aditi-surana.com/labyrinth)
18:48:20	129778/129778	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202019%2022:48:19%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c9ecad482e9520056f3f2/1486659276676/4.jpg	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/589c9ecad482e9520056f3f2/1486659276676/4.jpg	(from https://www.aditi-surana.com/labyrinth)
18:48:21	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Jun%202019%2022:48:19%20UTC	https://www.aditi-surana.com/%22https://player.vimeo.com/video/168470631?wmode=opaque&amp;api=1\%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_https_/player.vimeo.com/video/168470631.48f0ec.delayed	(from https://www.aditi-surana.com/labyrinth)
18:48:21	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22https://player.vimeo.com/video/168470631?wmode=opaque&api=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_https_/player.vimeo.com/video/168470631.49fbba.delayed	(from https://www.aditi-surana.com/labyrinth)
18:48:22	61911/61911	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2022:48:20%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58825efd579fb342c51d9f4c/1484939018163/Screen+Shot+2017-01-20+at+2.00.16+PM.png	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58825efd579fb342c51d9f4c/1484939018163/Screen+Shot+2017-01-20+at+2.00.16+PM.png	(from https://www.aditi-surana.com/totem)
18:48:22	411025/411025	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2022:48:21%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58a8b164c534a5fdedb3b996/1487450489494/insp.png	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58a8b164c534a5fdedb3b996/1487450489494/insp.png	(from https://www.aditi-surana.com/totem)
18:48:22	78518/78518	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202019%2022:48:21%20GMT	https://static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58a9bd4f86e6c0c373985711/1487519058590/second.png	C:/My%20Web%20Sites/UIPortfolio/static1.squarespace.com/static/56a2c87ffd5d08f0c1bdd265/t/58a9bd4f86e6c0c373985711/1487519058590/second.png	(from https://www.aditi-surana.com/totem)
18:48:23	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Jun%202019%2022:48:21%20UTC	https://www.aditi-surana.com/%22https://player.vimeo.com/video/204776056?wmode=opaque&amp;api=1\%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_https_/player.vimeo.com/video/204776056.4df0ec.delayed	(from https://www.aditi-surana.com/totem)
18:48:23	40755/40755	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229cf7d83b45f8dd03291d345be02a89e9%22	https://www.aditi-surana.com/%22https://player.vimeo.com/video/204776056?wmode=opaque&api=1%22	C:/My%20Web%20Sites/UIPortfolio/www.aditi-surana.com/_https_/player.vimeo.com/video/204776056.4efbba.delayed	(from https://www.aditi-surana.com/totem)
